Path	Frame	Seconds	Speed	Linear Acceleration	Net-to-Gross Displacement Ratio	Rate of Change of Direction	Angular Velocity	Direction of Travel	Orientaiton	Rate of Change of Orientation
			(micrometers/second)	(micrometers/(second*second))		(degrees/second)	(degrees/second)	(degrees)	(degrees)	(degrees/second)
25	120	3.96667	3.65986	48.22632	0.40468	-15.38744	-2735.01855	2735.01855	-90	-2105.61768
25	121	4	8.79973	263.67807	0.37884	-21.3302	-252.76001	252.76003	-180	-1350
25	122	4.03333	21.2384	417.29736	0.3797	-32.23811	-114.01898	114.019	-180	0
25	123	4.06667	36.61956	-92.21585	0.3307	-28.93147	81.9758	81.9758	-180	-644.69031
25	124	4.1	15.09067	-254.69572	0.29923	-26.77306	-81.07371	81.07369	-222.97935	-644.69031
25	125	4.13333	19.63984	362.83453	0.29923	-34.33638	-113.44993	113.44992	-222.97935	-705.30969
25	126	4.16667	39.27964	-589.19409	0.26764	-34.33638	0	0	-270	-1410.61938
										
25		Mean	16.87277	-19.3769	0.66104	3.4408	56.29721	472.69768	-100.3319	-82.62784
25		STD	9.57167	216.72671	0.2818	122.78223	824.66627	678.08608	78.10381	676.46296
										
26	67	2.2	1.52247	442.79391	1	-61.50292	781.58942	781.58936	-82.53923	184.46938
26	68	2.23333	16.28227	392.5553	1.00004	-35.44994	538.90027	538.90021	-76.39025	567.22443
26	69	2.26667	27.69283	-56.87882	0.99506	-25.57624	310.44904	310.44904	-44.72427	839.79474
26	70	2.3	12.49035	-230.94724	0.98126	-14.75334	145.896	145.89603	-20.40393	364.80502
26	71	2.33333	12.29634	-84.81678	0.98126	-15.84984	900.19653	900.19653	-20.40393	306.05902
26	72	2.36667	6.8359	-22.39852	0.98328	45.25977	2195.36011	2195.36011	0	306.05902
26	73	2.4	10.80311	219.31267	0.59937	130.50751	2534.09326	2534.09351	0	0
26	74	2.43333	21.45674	386.73157	0.59937	214.19933	1325.69934	1325.69922	0	862.4422
26	75	2.46667	36.58521	-106.07856	0.31864	218.88745	125.9196	125.91957	57.49615	835.92615
26	76	2.5	14.38484	-451.14517	0.347	222.59396	1173.95264	1173.95276	55.72841	-78.61617
26	77	2.53333	6.50887	2.10536	0.32952	297.15097	793.46149	793.46143	52.25507	1.46633
26	78	2.56667	14.52519	16.8444	0.37803	275.49139	-570.32843	570.32867	55.82616	615.28284
26	79	2.6	7.63183	-36.1137	0.42022	259.12906	342.60873	342.60864	93.27393	561.71643
26	80	2.63333	12.11761	195.28407	0.42022	298.33197	624.88855	624.88861	93.27393	36.67614
26	81	2.66667	20.65077	-50.45647	0.47302	300.7883	48.04988	48.05008	95.719	-131.86993
26	82	2.7	8.75385	-224.19785	0.50337	301.53531	-782.06464	782.06451	84.4826	-146.16302
26	83	2.73333	5.70424	94.30093	0.50413	248.65067	37.67929	37.67899	85.9748	-286.5675
26	84	2.76667	15.04058	105.34669	0.51807	304.04724	1125.61536	1125.61523	65.3781	-822.93103
26	85	2.8	12.72736	-123.86771	0.53953	323.69168	-134.11713	134.11697	31.11273	-513.98053
26	86	2.83333	6.78273	-37.63834	0.53953	295.10611	-316.7341	316.73401	31.11273	-750.9118
26	87	2.86667	10.21813	-47.70315	0.55974	302.57608	324.57022	324.57047	-18.94806	-1084.56714
26	88	2.9	3.60252	172.3121	0.56707	316.74414	2495.09082	2495.09082	-41.19175	-333.65533
26	89	2.93333	21.70561	265.56329	0.56707	468.91547	2333.30859	2333.30835	-41.19175	-671.64349
26	90	2.96667	21.30674	-305.62314	0.37409	472.29803	1636.92798	1636.9281	-85.96798	-732.12384
26	91	3	1.33073	-47.99964	0.37392	578.04401	3117.53149	3117.53174	-90	-60.48031
26	92	3.03333	18.10676	80.48576	0.37392	680.13348	2118.74365	2118.74365	-90	731.26495
26	93	3.06667	6.69645	-67.76453	0.41983	719.29358	2428.03906	2428.03906	-41.249	1086.62341
26	94	3.1	13.58913	-44.52378	0.32842	842.00275	1746.20923	1746.20911	-17.55844	355.35843
26	95	3.13333	3.7282	30.56052	0.32842	835.70752	89.55885	89.55872	-17.55844	1090.27393
26	96	3.16667	15.6265	140.2807	0.3052	847.97333	242.87659	242.87659	55.12649	1487.95654
26	97	3.2	13.08024	-72.36766	0.23932	851.89929	54.14193	54.14154	81.63866	448.13861
26	98	3.23333	10.80199	-39.94408	0.23393	851.58276	1545.19263	1545.19226	85.0024	262.41519
26	99	3.26667	10.4173	75.472	0.18736	954.91211	2100.33472	2100.33496	99.133	1424.96411
26	100	3.3	15.83345	-89.22364	0.2377	991.6051	-1076.33801	1076.33789	180	1213.005
26	101	3.33333	4.46906	-122.77859	0.2377	883.15625	-1873.95178	1873.95166	180	-652.14227
26	102	3.36667	7.64821	-13.12784	0.22639	866.67499	-557.07318	557.07275	136.52385	-1350
26	103	3.4	3.59387	4.49514	0.21147	846.01807	46.77895	46.77887	90	-697.85773
26	104	3.43333	7.94789	77.65716	0.21147	869.79358	187.3004	187.30042	90	-1350
26	105	3.46667	8.77102	-83.89288	0.19033	858.50476	-1134.08142	1134.08105	0	-1350
26	106	3.5	2.35503	-32.05057	0.18225	794.18817	828.31372	828.31329	0	0
26	107	3.53333	6.63431	71.22666	0.18011	913.72565	2529.87085	2529.87109	0	-173.33978
26	108	3.56667	7.10347	-15.99474	0.18582	962.84625	1737.40002	1737.40088	-11.55599	-1350
26	109	3.6	5.56799	-77.14314	0.19531	1029.55237	2268.81152	2268.81128	-90	-1176.66028
26	110	3.63333	1.9606	-63.49467	0.19531	1114.10034	3638.34961	3638.34961	-90	0
26	111	3.66667	1.33502	19.15059	0.18956	1272.10901	2566.7522	2566.75244	-90	-1350
26	112	3.7	3.2373	18.37265	0.1933	1285.21716	1405.57813	1405.578	-180	-1350
26	113	3.73333	2.55986	35.20012	0.1933	1365.81421	-425.44815	425.44739	-180	-1350
26	114	3.76667	5.58398	64.46172	0.19971	1256.854	-1944.50977	1944.5105	-270	-789.2196
26	115	3.8	6.85731	-38.4189	0.18959	1236.18018	736.66418	736.6626	-232.61464	560.7804
26	116	3.83333	3.02272	-67.63878	0.18959	1305.96484	3068.12915	3068.12988	-232.61464	-275.88159
26	117	3.86667	2.34806	29.12513	0.1964	1440.72217	2405.61035	2405.61035	-251.00674	-560.7804
26	118	3.9	4.96439	64.28385	0.18291	1466.33887	-2050.17944	2050.18066	-270	-284.89883
26	119	3.93333	6.63365	87.2374	0.18291	1304.04346	-1871.89673	1871.89636	-270	883.32025
26	120	3.96667	10.78022	3.05962	0.19683	1341.54578	1105.57019	1105.57068	-211.11198	1350
26	121	4	6.83762	-117.53986	0.20897	1377.74817	49.57544	49.57581	-180	466.67975
26	122	4.03333	2.94423	-47.39251	0.20897	1344.85083	-122.5153	122.51587	-180	-612.99548
26	123	4.06667	3.67812	-20.32857	0.21617	1369.58044	1133.18567	1133.18481	-220.86636	-1350
26	124	4.1	1.58899	3.88659	0.21595	1420.39648	2265.59326	2265.59521	-270	-737.00452
26	125	4.13333	3.93723	57.12965	0.21595	1520.62012	502.26138	502.26196	-270	110.84839
26	126	4.16667	5.39764	-6.91422	0.20132	1453.88062	-1189.34937	1189.35059	-262.61011	-1350
26	127	4.2	3.47628	-0.20541	0.20418	1441.33008	862.87939	862.87903	-360	-2415.10034
26	128	4.23333	5.38394	44.66845	0.19482	1511.40588	1578.67358	1578.6731	-423.61679	0
26	129	4.26667	6.45418	9.23691	0.18481	1546.57495	1048.0166	1048.01697	-360	501.9136
26	130	4.3	5.99974	-1.51186	0.17221	1581.27368	2868.50073	2868.50098	-390.15588	-452.33826
26	131	4.33333	6.35338	22.65381	0.17221	1737.80835	1807.06189	1807.06238	-390.15588	-897.66174
26	132	4.36667	7.50999	-28.84988	0.18398	1701.74451	-1404.85339	1404.85291	-450	-2247.66162
26	133	4.4	4.43006	117.29731	0.18809	1644.15149	-2617.98315	2617.9834	-540	-1350
26	134	4.43333	15.32981	26.03085	0.18809	1527.21228	-1216.9718	1216.97205	-540	676.72119
26	135	4.46667	6.16545	-58.49926	0.1393	1563.02002	2450.58691	2450.58643	-494.88525	1215.69629
26	136	4.5	11.42986	-14.11222	0.16342	1690.58472	2227.2019	2227.20166	-458.95358	475.52216
26	137	4.53333	5.22464	20.11515	0.16458	1711.50012	-494.91733	494.9176	-463.18378	-1215.69629
26	138	4.56667	12.77087	78.43952	0.17432	1657.59021	-1104.67285	1104.67163	-540	-413.39951
26	139	4.6	10.45394	8.48162	0.18391	1637.85535	1874.85315	1874.85352	-490.74374	738.84387
26	140	4.63333	13.33631	-17.48583	0.18391	1782.58044	1605.66406	1605.66284	-490.74374	611.15613
26	141	4.66667	9.28821	-76.29815	0.18038	1744.89954	-2047.67944	2047.67944	-450	-553.39282
26	142	4.7	8.24977	-18.40932	0.18854	1646.06848	478.89316	478.89404	-527.6366	-1164.54895
26	143	4.73333	8.06093	201.89017	0.18854	1776.82581	2037.35303	2037.35413	-527.6366	-185.45105
26	144	4.76667	21.70911	70.43039	0.18926	1781.89209	130.18523	130.18433	-540	-216.82526
26	145	4.8	12.75629	-137.42778	0.19012	1785.50476	-401.51828	401.51917	-542.09161	-16.56372
26	146	4.83333	12.54726	114.15429	0.18879	1755.12415	-372.81644	372.81555	-541.10425	-334.96307
26	147	4.86667	20.36657	-90.5043	0.20508	1760.65039	176.34171	176.34155	-564.42249	-533.78265
26	148	4.9	6.51364	-40.52716	0.21182	1766.88025	2492.42065	2492.42065	-576.68976	-195
26	149	4.93333	17.66476	132.43782	0.21112	1926.81177	2210.69043	2210.69092	-577.42249	-799.65363
26	150	4.96667	15.34283	-240.39749	0.17181	1914.25964	-1920.75159	1920.75073	-630	-788.66272
26	151	5	1.63826	-165.58018	0.1714	1798.76172	-46.14463	46.14441	-630	0
26	152	5.03333	4.30415	71.63416	0.17014	1911.18335	958.12292	958.12134	-630	-1350
26	153	5.06667	6.41387	-20.71591	0.16073	1862.63647	-1140.45801	1140.45776	-720	-1648.87207
26	154	5.1	2.92309	-67.5862	0.15706	1835.15283	-2289.54785	2289.54712	-739.9248	-298.87207
26	155	5.13333	1.90812	3.37163	0.15706	1710	98.10868	98.10791	-739.9248	-1051.12793
26	156	5.16667	3.14786	40.99516	0.16026	1841.69336	2243.58203	2243.58203	-810	-1051.12793
26	157	5.2	4.64114	-33.28921	0.15167	1859.57214	-2184.4834	2184.48291	-810	0
26	158	5.23333	0.92858	-8.63226	0.15167	1696.06116	-2190.82007	2190.82031	-810	-1350
26	159	5.26667	4.06565	29.20544	0.15308	1713.51746	201.38187	201.38123	-900	-1350
26	160	5.3	2.87561	78.78986	0.15844	1709.48657	2010.75818	2010.75806	-900	0
26	161	5.33333	9.31831	95.4855	0.15753	1847.56799	2435.69629	2435.69629	-900	-1350
26	162	5.36667	9.24131	-72.58128	0.14512	1871.86633	1548.34644	1548.34717	-990	-1350
26	163	5.4	4.47956	-41.78518	0.13785	1950.79114	-946.18054	946.18103	-990	0
26	164	5.43333	6.45563	15.52671	0.13785	1808.7876	-2355.53735	2355.53833	-990	-1350
26	165	5.46667	5.51467	-77.85757	0.13774	1793.75525	-1819.6593	1819.6582	-1080	-1350
26	166	5.5	1.26513	-69.48356	0.13959	1687.47705	216.67305	216.67419	-1080	1350
26	167	5.53333	0.88243	24.28366	0.13892	1808.2002	2366.71655	2366.7168	-990	1350
26	168	5.56667	2.88404	29.03317	0.13957	1845.25818	719.08813	719.08813	-990	-1350
26	169	5.6	2.81798	14.2505	0.13564	1856.1394	-1301.58142	1301.58142	-1080	-1350
26	170	5.63333	3.83407	5.3585	0.13564	1758.48608	-794.00372	794.00391	-1080	0
26	171	5.66667	3.17521	-16.48141	0.14102	1803.20581	1878.4718	1878.47168	-1080	0
26	172	5.7	2.73531	61.66848	0.13582	1883.71753	95.12533	95.12512	-1080	0
26	173	5.73333	7.28644	72.2864	0.13582	1809.54749	-967.30273	967.30408	-1080	0
26	174	5.76667	7.55441	-90.08577	0.13762	1819.23059	1242.11475	1242.11426	-1080	1350
26	175	5.8	1.28073	9.52137	0.13518	1892.3551	-288.45963	288.45886	-990	1350
26	176	5.83333	8.18916	79.37682	0.13518	1800	-1614.59509	1614.59473	-990	0
26	177	5.86667	6.57251	-84.827	0.1408	1784.71545	-2052.94653	2052.94556	-990	-1350
26	178	5.9	2.53403	-15.81786	0.14098	1663.13696	452.33517	452.33459	-1080	-1350
26	179	5.93333	5.51799	166.92377	0.14098	1814.87109	2196.12524	2196.125	-1080	0
26	180	5.96667	13.66228	39.99242	0.14277	1809.54529	-133.70749	133.70728	-1080	-247.57507
26	181	6	8.18415	-170.95099	0.14834	1805.95728	-1493.17883	1493.17932	-1096.505	-247.57507
26	182	6.03333	2.26555	8.19981	0.14834	1710	-252.53572	252.5354	-1096.505	-1102.42493
26	183	6.06667	8.73081	94.95895	0.15079	1789.12158	1411.82422	1411.82373	-1170	-1102.42493
26	184	6.1	8.59614	-105.49957	0.15757	1804.12158	1304.48975	1304.48914	-1170	0
26	185	6.13333	1.6975	-70.15639	0.15757	1876.08752	-772.54425	772.54395	-1170	0
26	186	6.16667	3.91905	50.40011	0.15558	1752.61865	-2095.92676	2095.92578	-1170	-1350
26	187	6.2	5.05751	-58.78578	0.16243	1736.35913	710.71997	710.72021	-1260	-1350
26	188	6.23333	0	-29.00758	0.16243	1800	477.02368	477.02271	-1260	0
26	189	6.26667	3.12367	46.85505	0.16243	1768.16064	-477.58978	477.59033	-1260	-1350
26	190	6.3	3.12367	48.84684	0.16669	1768.16064	-1543.53821	1543.53699	-1350	-1350
26	191	6.33333	6.38013	40.65971	0.16669	1665.25818	-286.83252	286.83289	-1350	0
26	192	6.36667	5.83432	26.78538	0.16545	1749.03845	2021.12805	2021.12732	-1350	0
26	193	6.4	8.16582	-35.13689	0.17228	1800	1075.27783	1075.27954	-1350	0
26	194	6.43333	3.49186	-12.50641	0.17228	1820.72375	194.7836	194.78394	-1350	-1350
26	195	6.46667	7.33206	6.12878	0.17364	1812.9856	-219.92421	219.92432	-1440	-1350
26	196	6.5	3.90044	35.31501	0.17666	1806.06213	134.93712	134.93591	-1440	0
26	197	6.53333	9.68639	152.09279	0.17666	1821.98132	20.35317	20.35217	-1440	0
26	198	6.56667	14.03996	-66.36169	0.1811	1807.41895	-631.97076	631.97021	-1440	0
26	199	6.6	5.26228	-169.60916	0.18757	1779.84998	31.89005	31.88965	-1440	0
26	200	6.63333	2.73268	23.39726	0.18757	1809.54492	-154.97194	154.97131	-1440	1350
26	201	6.66667	6.8221	34.69206	0.18973	1769.51855	-906.16974	906.16882	-1350	1350
26	202	6.7	5.04549	-76.87093	0.19593	1749.13367	1598.51855	1598.51807	-1350	0
26	203	6.73333	1.69737	-6.07826	0.19593	1876.08643	84.08714	84.08752	-1350	0
26	204	6.76667	4.64027	60.19542	0.19437	1754.7395	-2040.78992	2040.78918	-1350	-1350
26	205	6.8	5.71039	-30.12587	0.20081	1740.03381	-1052.6427	1052.64404	-1440	-1350
26	206	6.83333	2.63188	-10.68758	0.20081	1684.56323	473.5546	473.55469	-1440	0
26	207	6.86667	4.99789	43.42738	0.20088	1771.60413	1731.55078	1731.55151	-1440	1350
26	208	6.9	5.52704	-37.51775	0.20588	1800	-1852.28796	1852.28943	-1350	1350
26	209	6.93333	2.49671	-46.09394	0.20588	1648.11816	-678.78674	678.78662	-1350	-1350
26	210	6.96667	2.45411	22.1036	0.20352	1754.74756	2155.20117	2155.20264	-1440	0
26	211	7	3.97028	-0.24812	0.20755	1791.79834	2353.24512	2353.24414	-1350	1350
26	212	7.03333	2.43757	-25.56578	0.20755	1911.63049	1473.02563	1473.0249	-1350	0
26	213	7.06667	2.26589	-23.08467	0.20363	1890	-1674.45825	1674.4574	-1350	0
26	214	7.1	0.89859	79.69895	0.20445	1800	-1137.62695	1137.62695	-1350	0
26	215	7.13333	7.57916	219.87476	0.20445	1814.1582	493.2019	493.2019	-1350	-1350
26	216	7.16667	15.55691	148.05804	0.20951	1832.88013	523.67798	523.67798	-1440	0
26	217	7.2	17.44969	-56.78361	0.20875	1849.07007	485.69824	485.69824	-1350	2700
										
26		Mean	7.63686	4.06648	0.25366	1358.66327	383.78035	1218.58764	-611.61425	-242.26217
26		STD	5.81845	110.87146	0.18418	594.3527	1442.58357	862.19423	542.87244	903.08771
										
27	73	2.4	3.5796	275.42059	1	-108.27924	1890.60681	1890.60693	0	0
27	74	2.43333	12.76029	461.37378	0.99995	-45.25901	850.30432	850.30432	0	1350
27	75	2.46667	34.33785	128.43782	0.92172	-51.59228	-194.51302	194.51306	90	1885.72253
27	76	2.5	21.32281	-178.901	0.96413	-58.22654	367.11768	367.11765	125.71484	1350
27	77	2.53333	22.41112	266.25116	0.88708	-27.11777	346.42499	346.42502	180	137.57596
27	78	2.56667	39.07288	-99.56374	0.91082	-35.13154	-245.37924	245.37924	134.88657	0
27	79	2.6	15.77354	-383.16895	0.92896	-43.47639	190.69978	190.69977	180	676.70154
27	80	2.63333	13.52829	340.8475	0.92896	-22.41822	385.44537	385.44537	180	-1350
27	81	2.66667	38.4967	153.58279	0.93102	-17.78003	104.03235	104.03235	90	-603.47217
27	82	2.7	23.76714	-546.71411	0.93014	-15.48273	-513.05023	513.05017	139.76852	850.59656
27	83	2.73333	2.0491	-251.97084	0.91011	-51.98338	-3156.97949	3156.97974	146.70644	603.47217
27	84	2.76667	6.96909	120.28037	0.91243	-225.94804	-2566.24707	2566.24707	180	-850.59656
27	85	2.8	10.06779	-40.49759	0.76582	-223.06651	677.88892	677.88892	90	-1350
27	86	2.83333	4.26925	191.43111	0.76582	-180.75545	836.10138	836.10144	90	0
27	87	2.86667	22.82986	216.51591	0.71536	-167.32642	247.01395	247.01408	90	-457.45715
27	88	2.9	18.70364	-144.86804	0.56016	-164.28784	462.08704	462.08704	59.50286	-457.45715
27	89	2.93333	13.17199	73.55041	0.56016	-136.52061	480.86435	480.86426	59.50286	457.45715
27	90	2.96667	23.607	-39.80726	0.5203	-132.23022	144.99269	144.99265	90	338.59091
27	91	3	10.51818	-90.22127	0.51015	-126.85444	126.59785	126.59786	82.07558	-118.86623
27	92	3.03333	17.59225	244.75958	0.51015	-123.79037	226.55565	226.5556	82.07558	199.20834
27	93	3.06667	26.83548	-109.29961	0.51102	-111.75073	493.48227	493.4823	95.35614	118.86623
27	94	3.1	10.30561	-256.15488	0.53245	-90.89155	241.36421	241.36426	90	-80.3421
27	95	3.13333	9.75849	235.31235	0.53245	-95.65978	95.51979	95.51971	90	-1350
27	96	3.16667	25.9931	101.51485	0.55002	-84.52357	265.27435	265.27438	0	0
27	97	3.2	16.52615	-217.26665	0.58196	-77.97482	167.28413	167.28424	90	1350
27	98	3.23333	11.50865	-203.5936	0.58196	-73.37128	-1168.01257	1168.01257	90	-1350
27	99	3.26667	2.95324	-0.11993	0.60176	-155.84233	-2478.78247	2478.78271	0	-2001.79016
27	100	3.3	11.50066	244.86116	0.5311	-238.62346	-1136.25122	1136.25134	-43.45268	-651.79016
27	101	3.33333	19.27732	398.90982	0.5311	-231.59242	92.22992	92.23	-43.45268	-450.64609
27	102	3.36667	38.09465	-6.83041	0.4301	-232.47479	-26.7915	26.79153	-73.49575	-698.20984
27	103	3.4	18.82196	-571.41931	0.34554	-233.37852	-1912.87805	1912.87817	-90	-247.56375
27	104	3.43333	0.00003	564.6579	0.34554	-360	-3798.64453	3798.64429	-90	0
										
27		Mean	17.07512	27.41594	0.69401	-123.23782	-265.8013	809.04431	68.91213	-84.375
27		STD	10.46164	270.12666	0.20639	82.7148	1230.60289	964.61452	76.79459	879.25001
										
28	79	2.6	0.00005	150.90602	1	0	4596.81543	4596.81543	-180	0
28	80	2.63333	5.03025	52.80969	0	153.22717	3300.90381	3300.90381	-180	-1350
28	81	2.66667	3.52069	-2.3311	1	220.06026	2075.93823	2075.93848	-270	-1015.33447
28	82	2.7	4.87484	-7.68011	0.35544	291.62308	3200.69238	3200.69263	-247.68896	334.66553
28	83	2.73333	3.00869	-4.81279	0.35544	433.43976	2290.75586	2290.75562	-247.68896	-334.66553
28	84	2.76667	4.55399	-19.66423	0.15009	444.34012	457.20401	457.20383	-270	-1684.66553
28	85	2.8	1.69774	473.16949	0.21833	463.92001	-237.92316	237.92313	-360	-1350
28	86	2.83333	36.09862	275.7836	0.21833	428.47858	-311.54837	311.54846	-360	748.78235
28	87	2.86667	20.08331	-280.04541	0.73943	443.15012	2445.46826	2445.46875	-310.08118	847.95544
28	88	2.9	17.42893	-204.41928	0.3259	591.50983	2444.41528	2444.41553	-303.46964	99.17313
28	89	2.93333	6.45536	-109.46507	0.3259	606.11115	288.54947	288.5495	-303.46964	-218.69476
28	90	2.96667	10.13126	-28.72604	0.22104	610.74646	-27.78148	27.78168	-318.04929	-98.87466
28	91	3	4.54029	83.0477	0.16645	604.25903	2525.20166	2525.20117	-310.06128	75.40512
28	92	3.03333	15.66777	486.29886	0.16316	779.0932	2499.33813	2499.33838	-313.02228	183.96652
28	93	3.06667	36.96021	70.89474	0.2754	770.88159	-188.19313	188.19305	-297.79684	777.54871
28	94	3.1	20.39408	-263.87137	0.38582	766.547	53.5102	53.51074	-261.1857	549.16718
28	95	3.13333	19.36879	288.12589	0.38582	774.44897	132.51089	132.51068	-261.1857	1200.34265
28	96	3.16667	39.60248	13.04878	0.47147	775.38104	27.36252	27.36237	-181.16286	997.96051
28	97	3.2	20.23871	-469.40805	0.5394	776.27313	783.79767	783.79761	-194.655	-202.38213
28	98	3.23333	8.30861	-226.15771	0.5394	827.63422	-484.99655	484.99695	-194.655	-610.91333
28	99	3.26667	5.16153	14.68034	0.54783	743.94	-2197.02295	2197.02295	-235.38255	-873.63965
28	100	3.3	9.2873	9.221	0.50894	681.16602	467.87268	467.87292	-252.89764	-262.72638
28	101	3.33333	5.77626	3.94411	0.50894	775.13153	2248.65479	2248.65503	-252.89764	-256.53534
28	102	3.36667	9.55024	32.21505	0.52467	831.07635	1396.46729	1396.46753	-270	-256.53534
28	103	3.4	7.92393	-4.34504	0.50441	868.22937	2404.69751	2404.69751	-270	0
28	104	3.43333	9.26057	56.14054	0.50441	991.38953	2581.74658	2581.74683	-270	-1350
28	105	3.46667	11.66663	3.43071	0.4398	1040.34583	1502.72021	1502.72095	-360	-1482.87329
28	106	3.5	9.48928	-153.67726	0.45059	1091.57092	873.66241	873.66211	-368.85822	-171.55472
28	107	3.53333	1.42148	20.11903	0.45122	1098.58997	621.38513	621.38489	-371.43698	478.05038
28	108	3.56667	10.83055	129.62967	0.45293	1132.99658	552.62488	552.62512	-336.98819	1215.51367
28	109	3.6	10.06346	57.73857	0.47826	1135.43164	457.61716	457.61719	-290.40274	698.78174
28	110	3.63333	14.67979	371.58908	0.47826	1163.50439	745.10748	745.10742	-290.40274	240.17441
28	111	3.66667	34.83606	110.67846	0.50479	1185.10547	549.29132	549.29077	-274.39111	622.44806
28	112	3.7	22.05835	-365.66962	0.50935	1200.12378	719.65515	719.65393	-248.9062	385.67072
28	113	3.73333	10.45809	139.87489	0.5083	1233.0824	487.92471	487.9248	-248.67973	292.59637
28	114	3.76667	31.38335	191.2534	0.49373	1232.6521	-67.15472	67.15393	-229.39978	780.54633
28	115	3.8	23.20831	-132.1124	0.47467	1228.60547	-483.13873	483.13843	-196.64331	250.14336
28	116	3.83333	22.57585	-54.26977	0.47812	1200.44287	-708.02252	708.02307	-212.72356	859.62433
28	117	3.86667	19.59033	-234.15263	0.49852	1181.40393	-1541.52905	1541.53015	-139.33502	1039.59546
28	118	3.9	6.96568	173.17389	0.49599	1097.67419	-1480.3927	1480.39307	-143.41719	-61.23253
28	119	3.93333	31.13526	766.42963	0.49599	1082.71106	-386.26089	386.25916	-143.41719	-548.74213
28	120	3.96667	58.06099	51.26373	0.47358	1071.92358	-403.61105	403.61023	-180	-548.74213
28	121	4	34.55284	-411.33517	0.44037	1055.80371	-422.9606	422.96082	-180	-729.33563
28	122	4.03333	30.63864	267.9325	0.42824	1043.7262	-465.38226	465.38269	-228.62238	-694.09973
28	123	4.06667	52.415	8.64907	0.40144	1024.7782	-516.03558	516.03607	-226.27332	-620.66437
28	124	4.1	31.21525	-412.69025	0.3388	1009.32379	-889.26788	889.26727	-270	-655.90027
28	125	4.13333	24.90232	269.13269	0.3388	965.49371	-865.97101	865.97076	-270	-505.34592
28	126	4.16667	49.15742	16.52095	0.27166	951.59241	-432.02533	432.02545	-303.68973	-1102.42773
28	127	4.2	26.00372	-384.8317	0.20456	936.69202	-748.38068	748.38135	-343.49518	-725.76831
28	128	4.23333	23.50198	317.06192	0.20364	901.70032	-851.94537	851.9458	-352.07428	-444.944
28	129	4.26667	47.14118	61.06997	0.16028	879.89563	-584.3299	584.32983	-373.15811	-888.27161
28	130	4.3	27.57331	-391.1337	0.15743	862.745	-802.99164	802.99164	-411.29239	-447.22
28	131	4.33333	21.0656	266.21851	0.15592	826.36285	-724.47906	724.47876	-402.97278	-716.92151
28	132	4.36667	45.32121	65.76505	0.18169	814.44641	-349.59604	349.59595	-459.08716	-1390.05347
28	133	4.4	25.44993	-345.97607	0.21533	803.05646	-669.98926	669.98932	-495.64301	-581.38501
28	134	4.43333	22.25614	415.88492	0.21665	769.78046	-712.96118	712.96051	-497.84616	-68.63113
28	135	4.46667	53.17559	168.67567	0.24077	755.52576	-355.49649	355.49652	-500.21841	-632.30762
28	136	4.5	33.50118	-386.73413	0.26695	746.08069	-766.80981	766.81	-540	-596.72375
28	137	4.53333	27.39332	292.02249	0.26695	704.40509	-1012.3194	1012.31964	-540	0
28	138	4.56667	52.96935	49.8912	0.26627	678.59271	-729.8988	729.89868	-540	-1152.64624
28	139	4.6	30.7194	-477.61346	0.23578	655.74518	-927.39038	927.38983	-616.84308	-1152.64624
28	140	4.63333	21.12845	197.0157	0.23578	616.76672	-850.50403	850.50476	-616.84308	-197.35382
28	141	4.66667	43.85378	107.36932	0.2041	599.04486	-539.78619	539.78668	-630	-1264.04114
28	142	4.7	28.28641	-211.69997	0.16435	580.78094	-713.76477	713.76434	-701.11249	-1350
28	143	4.73333	29.74045	300.79654	0.15852	551.46057	-802.30591	802.30591	-720	-390.66193
28	144	4.76667	48.33951	-49.42045	0.12634	527.29388	-694.42615	694.42615	-727.15662	-861.94885
28	145	4.8	26.44575	-435.93112	0.12397	505.1655	-583.29999	583.29987	-777.46326	-754.59961
28	146	4.83333	19.27743	235.28497	0.12397	488.40723	-469.05762	469.05762	-777.46326	-151.23047
28	147	4.86667	42.13142	71.44721	0.13357	473.89499	-413.42444	413.42422	-787.54529	-733.59558
28	148	4.9	24.04058	-208.93192	0.15555	460.84561	-954.45117	954.45142	-826.36963	-796.06201
28	149	4.93333	28.20262	433.4689	0.15579	410.26489	-1136.08374	1136.08386	-840.61609	-510.08057
28	150	4.96667	52.93851	34.31574	0.17936	385.10669	-726.6001	726.60004	-860.375	-890.75867
28	151	5	30.49034	-794.07727	0.18609	361.82489	-376.60022	376.60034	-900	-594.375
28	152	5.03333	0.00002	914.70941	0.18609	360	-54.74701	54.7467	-900	0
										
28		Mean	22.93482	19.56103	0.34791	766.68683	176.63559	978.28039	-386.03396	-291.89189
28		STD	15.15384	286.57505	0.18639	288.67264	1308.80146	887.20291	207.36666	700.4291
										
29	81	2.66667	14.31795	-214.76863	1	71.71994	0	0	90	0
29	82	2.7	7.159	-128.01752	1	71.71994	850.3689	850.36877	90	0
29	83	2.73333	5.78345	52.92095	1	128.41119	248.40625	248.40625	90	0
29	84	2.76667	10.68706	22.60084	0.88155	88.28036	-1063.24292	1063.2428	90	-118.86589
29	85	2.8	7.29017	-124.18495	0.87321	57.52834	290.06448	290.06445	82.07561	-118.86589
29	86	2.83333	2.40806	2.42525	0.87321	107.61799	524.0741	524.0741	82.07561	118.86589
29	87	2.86667	7.45186	41.36837	0.87719	92.46661	-332.24237	332.24237	90	118.86589
