Path	Frame	Seconds	Speed	Linear Acceleration	Net-to-Gross Displacement Ratio	Rate of Change of Direction	Angular Velocity	Direction of Travel	Orientaiton	Rate of Change of Orientation
			(micrometers/second)	(micrometers/(second*second))		(degrees/second)	(degrees/second)	(degrees)	(degrees)	(degrees/second)
10	86	2.83333	6.76804	16.81643	0.15579	-316.37921	202.88474	202.88452	220.22372	-270.62622
10	87	2.86667	12.59566	4.68822	0.14661	-291.22128	737.00171	737.00183	202.18198	-694.16772
10	88	2.9	7.08058	-93.18967	0.15772	-267.24576	-1068.31836	1068.31836	173.94588	-423.5415
10	89	2.93333	6.38302	78.0085	0.15772	-362.4425	-1510.61841	1510.61829	173.94588	-92.88071
10	90	2.96667	12.28115	-6.35653	0.13998	-367.95364	-171.23436	171.23428	167.75383	-426.44373
10	91	3	5.95925	-166.37718	0.12276	-373.85812	-2008.74365	2008.7439	145.5163	-333.56299
10	92	3.03333	1.18934	48.48631	0.12276	-501.8699	103.8095	103.80936	145.5163	9.25026
10	93	3.06667	9.19167	133.16415	0.12246	-366.9375	2095.95068	2095.95117	146.13298	-180.1268
10	94	3.1	10.06695	-101.18661	0.10112	-362.13983	-1134.62268	1134.62268	133.50784	-189.37706
10	95	3.13333	2.4459	-95.64886	0.10112	-442.57901	-1359.77966	1359.77966	133.50784	-66.07384
10	96	3.16667	3.69036	-22.29375	0.09392	-452.79181	-153.00221	153.00201	129.10292	-125.01503
10	97	3.2	0.95965	-49.50144	0.09123	-452.77914	-933.39178	933.39203	125.17351	-104.73473
10	98	3.23333	0.39026	2.80138	0.09113	-515.01794	-371.9292	371.92932	122.12061	-2.12185
10	99	3.26667	1.14641	3.3422	0.091	-477.57443	1370.7417	1370.7417	125.03205	185.97588
10	100	3.3	0.61308	88.4228	0.08911	-423.63516	-1469.66492	1469.66541	134.519	142.3042
10	101	3.33333	7.04126	285.22321	0.08911	-575.55212	-2288.88232	2288.88208	134.519	-2.46964
10	102	3.36667	19.62796	83.19299	0.10594	-576.22729	-15.79379	15.79376	134.35435	171.77444
10	103	3.4	12.58746	-64.9833	0.13527	-576.60504	400.59171	400.59174	145.97063	174.24408
10	104	3.43333	15.29574	158.95624	0.13527	-549.52118	339.16641	339.16718	145.97063	-49.17023
10	105	3.46667	23.18454	-109.06793	0.16254	-553.9939	-195.31834	195.3186	142.69261	48.8324
10	106	3.5	8.02454	-180.48123	0.17876	-562.54242	-141.4626	141.46271	149.22612	98.00262
10	107	3.53333	11.15246	163.95848	0.17876	-563.42474	81.69489	81.69525	149.22612	-15.64247
10	108	3.56667	18.95511	-47.79624	0.20059	-557.09607	228.0947	228.09448	148.18329	138.38379
10	109	3.6	7.96604	-166.64642	0.21397	-548.21844	-312.73434	312.73499	158.45171	154.02626
10	110	3.63333	7.84535	221.2623	0.21397	-577.94507	-271.49438	271.49414	158.45171	-203.17566
10	111	3.66667	22.71686	109.05121	0.22856	-566.31805	264.47052	264.47113	144.90666	33.3165
10	112	3.7	15.11543	-246.37399	0.25444	-560.31366	-472.91217	472.91199	160.67281	236.49216
10	113	3.73333	6.29193	-4.13193	0.25444	-597.84552	-477.51349	477.51343	160.67281	-75.69328
10	114	3.76667	14.83996	34.64842	0.26369	-592.14789	147.93066	147.92999	155.62659	-32.31766
10	115	3.8	8.60183	-83.31781	0.27716	-587.98352	674.37585	674.37561	158.5183	43.37563
10	116	3.83333	9.28544	127.58878	0.27716	-547.18951	569.54877	569.54865	158.5183	164.86931
10	117	3.86667	17.10774	-21.57777	0.28964	-550.01361	-92.49587	92.49573	169.50958	241.22589
10	118	3.9	7.84693	-69.1562	0.30066	-553.3559	-67.45213	67.45148	174.60002	76.35658
10	119	3.93333	12.49733	209.18478	0.30066	-554.51038	73.84156	73.84094	174.60002	-150.31815
10	120	3.96667	21.79258	-45.58281	0.31778	-548.43317	211.77496	211.77429	164.57881	80.99968
10	121	4	9.45848	-191.96698	0.32854	-540.39209	172.09309	172.09351	180	231.31783
10	122	4.03333	8.99478	172.99635	0.32854	-536.96027	-152.19952	152.1991	180	-126.07498
10	123	4.06667	20.99157	51.51197	0.3381	-550.5387	-350.41321	350.41351	171.595	39.25713
10	124	4.1	12.42891	-158.25717	0.35403	-560.32117	515.26489	515.2652	182.61714	165.33211
10	125	4.13333	10.44109	113.63852	0.35403	-516.18768	661.88123	661.88141	182.61714	2.84271
10	126	4.16667	20.00481	-13.16049	0.36006	-516.19574	-0.25192	0.25269	182.80666	18.96469
10	127	4.2	9.56372	-155.13994	0.36591	-516.20453	-471.83023	471.82983	183.88145	16.12198
10	128	4.23333	9.66215	102.69998	0.36591	-547.65106	-256.85126	256.8512	183.88145	113.06831
10	129	4.26667	16.41039	-39.46131	0.3767	-533.32794	432.03589	432.03552	191.41934	202.50893
10	130	4.3	7.0314	-150.77107	0.38103	-518.84869	-1554.40137	1554.40063	197.38205	61.05583
10	131	4.33333	6.35898	119.7179	0.38068	-636.95465	-2036.13721	2036.13745	195.48973	-123.72665
10	132	4.36667	15.01259	51.39795	0.37936	-654.59119	-423.90738	423.90747	189.13361	23.28918
10	133	4.4	9.78551	-193.52396	0.36906	-665.21515	-480.45444	480.4541	197.04234	118.63106
10	134	4.43333	2.11099	90.88515	0.36906	-686.62146	-510.34885	510.34882	197.04234	-37.03033
10	135	4.46667	15.84452	175.21843	0.36569	-699.2384	-217.99272	217.99255	194.57365	-357.68488
10	136	4.5	13.79222	-86.54875	0.34015	-701.1543	-598.05676	598.05725	173.19669	-320.65454
10	137	4.53333	10.07461	95.3549	0.34015	-739.10889	-569.3183	569.31885	173.19669	223.84804
10	138	4.56667	20.14921	-302.23819	0.31749	-739.10889	0	0	188.11989	447.69608
										
10		Mean	8.22	-3.26418	0.2931	-274.95113	-172.56953	900.32229	183.47788	13.27643
10		STD	5.8609	115.51703	0.19372	242.00206	1215.39664	834.49927	26.47358	185.45192
										
11	4	0.1	44.91271	-273.87085	1	172.86565	185.00597	185.0061	167.73512	-2332.05371
11	5	0.13333	35.78368	-464.858	1	179.03252	181.35532	181.35521	90	-583.35022
11	6	0.16667	13.92218	-420.66479	0.99046	184.95599	-782.84747	782.84753	128.84511	679.41675
11	7	0.2	7.73936	22.03863	0.97333	126.84268	-549.43378	549.43359	135.29445	-94.62696
11	8	0.23333	15.39142	22.86217	0.93334	148.32709	584.98987	584.98993	122.53664	-96.74011
11	9	0.26667	9.2635	-12.97008	0.94342	165.84201	-194.11963	194.11972	128.84511	-23.60504
11	10	0.3	14.52675	310.4444	0.93316	135.38577	-912.07367	912.07373	120.96297	-775.99847
11	11	0.33333	29.9598	58.72034	0.91468	105.03709	-862.1604	862.16034	77.11188	-1814.44458
11	12	0.36667	18.44143	-254.54591	0.78938	77.90842	-406.90112	406.90109	0	193.32184
11	13	0.4	12.99007	212.12085	0.76229	77.91035	-158.05296	158.05298	90	814.27625
11	14	0.43333	32.58282	136.46309	0.73466	67.37155	-316.37598	316.37604	54.28508	-612.98901
11	15	0.46667	22.08761	-89.17531	0.66071	56.81862	-474.2175	474.21753	49.13406	-814.27625
11	16	0.5	26.6378	338.99091	0.65763	35.75705	-371.46402	371.46399	0	-665.6803
11	17	0.53333	44.687	-4.22344	0.58054	32.05435	-224.36169	224.36171	4.75538	-81.35213
11	18	0.56667	26.35624	-202.07565	0.55328	20.7996	-549.21521	549.21521	-5.42348	-268.14471
11	19	0.6	31.21529	218.10439	0.52916	-4.56	-508.94418	508.94415	-13.12094	-449.67365
11	20	0.63333	40.89653	-204.64337	0.47282	-13.13001	-293.2605	293.2605	-35.40172	-536.28711
11	21	0.66667	17.5724	-291.43115	0.43307	-24.11069	-257.79529	257.79529	-48.87341	-147.44693
11	22	0.7	21.46779	177.62006	0.43022	-30.31636	-39.14749	39.14749	-45.23151	9.55141
11	23	0.73333	29.41374	-201.92163	0.39863	-26.72053	152.37004	152.37004	-48.23665	-167.13965
11	24	0.76667	8.00635	-202.69156	0.39796	-20.15836	-263.49408	263.49408	-56.37416	-122.06257
11	25	0.8	15.90097	148.38649	0.39796	-44.2868	-422.48096	422.48099	-56.37416	172.10712
11	26	0.83333	17.89878	-203.64651	0.37903	-48.32376	-492.37744	492.37741	-44.90035	-81.97163
11	27	0.86667	2.32454	-233.61522	0.37231	-77.11196	-431.97128	431.97125	-61.83893	-254.07875
11	28	0.9	2.32443	67.39394	0.37231	-77.12184	-127.9481	127.94815	-61.83893	254.08614
11	29	0.93333	6.81746	33.11032	0.36589	-85.64184	-193.17236	193.17238	-44.89986	254.08614
11	30	0.96667	4.53179	46.61151	0.35081	-90	-2253.19849	2253.19849	-44.89986	0
11	31	1	9.9249	323.03647	0.35081	-235.85507	-2122.1084	2122.1084	-44.89986	-140.78264
11	32	1.03333	26.06755	120.46872	0.33866	-231.47389	34.4494	34.44946	-54.28537	-676.50214
11	33	1.06667	17.95615	-98.10487	0.32132	-233.55844	-155.9384	155.93834	-90	-288.15738
11	34	1.1	19.52723	303.37131	0.32447	-241.86978	86.87096	86.87096	-73.49586	627.00293
11	35	1.13333	38.1809	27.11303	0.32652	-227.76704	392.93155	392.93152	-48.19981	716.44934
11	36	1.16667	21.33476	-212.8931	0.31916	-215.67435	592.37311	592.37299	-25.73257	580.72888
11	37	1.2	23.98803	200.8188	0.31468	-188.27551	370.96481	370.96481	-9.48455	1275.50232
11	38	1.23333	34.72268	-126.86766	0.28991	-190.94336	-342.10419	342.10419	59.30092	899.92517
11	39	1.26667	15.53018	-423.60123	0.2842	-211.08246	-956.91595	956.91602	50.51046	153.54996
11	40	1.3	6.4826	-146.99741	0.29456	-254.73776	893.11816	893.11823	69.53758	353.97098
11	41	1.33333	5.73036	195.68111	0.29541	-151.54124	1864.58557	1864.58569	74.10853	-135.24393
11	42	1.36667	19.52801	119.71785	0.28228	-130.43205	443.51904	443.5191	60.52132	-482.92493
11	43	1.4	13.71155	-57.78092	0.24486	-121.9733	140.84042	140.84038	41.91353	-279.11682
11	44	1.43333	15.67595	157.30902	0.24486	-121.04269	142.12073	142.12074	41.91353	-628.703
11	45	1.46667	24.19881	-101.05515	0.20683	-112.49859	172.09818	172.09821	0	-1179.93201
11	46	1.5	8.93894	-242.40829	0.1827	-109.56948	136.56966	136.56967	-36.7486	-526.41901
11	47	1.53333	8.03826	16.11114	0.18412	-103.39394	247.63037	247.63034	-35.0946	-172.32079
11	48	1.56667	10.01301	-94.38545	0.16234	-93.06079	-43.84753	43.84758	-48.23665	-117.27419
11	49	1.6	1.7459	-71.6633	0.15839	-106.31712	-942.84515	942.84509	-42.91288	79.85658
11	50	1.63333	5.23546	118.67519	0.15839	-155.91713	-154.89191	154.89189	-42.91288	-30.0527
11	51	1.66667	9.65758	19.13629	0.15572	-116.64324	1048.06787	1048.06775	-44.91639	2.60347
11	52	1.7	6.51121	2.94939	0.13982	-86.04594	746.26575	746.26569	-42.73932	32.65617
11	53	1.73333	9.8542	319.45316	0.13982	-66.8922	364.98886	364.98883	-42.73932	-284.0047
11	54	1.76667	27.80809	120.95185	0.11541	-61.71336	205.11432	205.11435	-61.67296	-1080.89014
11	55	1.8	17.91766	-247.72673	0.07376	-53.21791	-394.04538	394.04538	-114.79866	-909.77789
11	56	1.83333	11.29297	11.36498	0.0746	-87.98305	-760.45251	760.45251	-122.32482	-170.96661
11	57	1.86667	18.67533	-52.34689	0.0505	-103.91474	-517.26746	517.26746	-126.19643	-474.21262
11	58	1.9	7.80318	-231.8965	0.04475	-122.46754	158.6546	158.6546	-153.939	-418.47095
11	59	1.93333	3.21556	21.1282	0.04456	-93.33777	-176.52187	176.52191	-154.0945	16.06911
11	60	1.96667	9.21173	73.71449	0.04044	-134.23567	-832.68628	832.68628	-152.86772	-865.23627
11	61	2	8.12986	-83.28661	0.04773	-148.85019	1755.68738	1755.68738	-211.77692	-883.63794
11	62	2.03333	3.65929	-14.55397	0.04773	-17.18985	4308.40771	4308.40771	-211.77692	-59.08768
11	63	2.06667	7.15959	104.10776	0.04029	138.377	2456.64795	2456.64795	-215.71609	-404.20853
11	64	2.1	10.5998	117.90472	0.05935	146.58669	-405.45691	405.45685	-238.72415	-345.12085
11	65	2.13333	15.01991	335.1907	0.05935	111.34654	-615.4549	615.4549	-238.72415	-357.66769
11	66	2.16667	32.94585	45.69479	0.08018	105.55636	-159.02255	159.02252	-262.56866	-549.46655
11	67	2.2	18.06623	-76.63064	0.10438	100.74504	-223.15172	223.15178	-275.35526	-191.79886
11	68	2.23333	27.83714	521.97308	0.10438	90.67957	-338.88373	338.8837	-275.35526	-755.71887
11	69	2.26667	52.86443	-15.59526	0.13966	78.15279	-396.51349	396.5134	-325.73651	-571.43097
11	70	2.3	26.79746	-364.08194	0.16361	64.24535	-445.44772	445.44775	-313.45065	-513.95233
11	71	2.33333	28.5923	420.97421	0.16365	48.45628	-466.82462	466.82465	-360	-539.50928
11	72	2.36667	54.8624	-17.77396	0.1846	33.1237	-436.68039	436.68039	-349.41794	0
11	73	2.4	27.40737	-375.65765	0.19187	19.34425	-261.06906	261.06903	-360	-224.59351
11	74	2.43333	29.81856	387.16406	0.19145	15.7191	-158.03606	158.03604	-364.39084	-195.00549
11	75	2.46667	53.21831	-94.54376	0.20434	8.80851	-261.89621	261.89621	-373.00037	-136.28815
11	76	2.5	23.51564	-750.34033	0.21094	-1.74065	-749.68604	749.6861	-373.47672	-147.10785
11	77	2.53333	3.19562	609.60059	0.20998	-41.17056	-1182.89722	1182.89734	-382.80756	-279.92523
										
11		Mean	19.26785	-6.40604	0.34722	-34.67323	-93.51394	570.96334	-77.03612	-240.84148
11		STD	12.80046	237.79543	0.27725	117.62444	871.22492	664.66427	143.24261	547.60474
										
12	5	0.13333	8.97663	-134.6499	1	-22.25014	0	0	0	2700
12	6	0.16667	4.4883	-39.62788	0.99999	-22.25014	906.13318	906.13318	90	1350
12	7	0.2	6.33477	114.56538	0.99999	38.15874	333.75204	333.75204	90	0
12	8	0.23333	12.12599	46.67953	0.86849	0	-1185.24121	1185.24121	90	0
12	9	0.26667	9.44674	-63.67794	0.86287	-40.85734	1037.04968	1037.04968	90	0
12	10	0.3	7.88079	207.49182	0.78905	69.13664	1530.33301	1530.33313	90	-1350
12	11	0.33333	23.27952	86.77544	0.63677	61.16487	-257.63385	257.63385	0	-1350
12	12	0.36667	13.66582	-175.944	0.71306	51.96105	600.68689	600.68695	0	0
12	13	0.4	11.54992	75.14256	0.71306	101.21066	779.3053	779.30536	0	1350
12	14	0.43333	18.67533	-65.86342	0.66449	103.91474	106.03904	106.03901	90	0
12	15	0.46667	7.15903	-232.27834	0.65239	108.27993	462.43314	462.4332	0	-1350
12	16	0.5	3.1901	50.22308	0.65239	134.74362	68.77662	68.77659	0	1350
12	17	0.53333	10.50723	70.29359	0.63257	112.86504	-375.79993	375.80005	90	1350
12	18	0.56667	7.87634	-45.99873	0.64613	109.69028	-1216.94861	1216.94849	90	0
12	19	0.6	7.44065	113.9435	0.63493	31.73513	-443.49533	443.4953	90	0
12	20	0.63333	15.47258	71.19868	0.65171	80.12393	1198.33069	1198.33069	90	0
12	21	0.66667	12.18723	23.80949	0.65887	111.62385	307.42471	307.42468	90	0
12	22	0.7	17.05988	275.34964	0.65887	100.61891	-197.53499	197.53497	90	0
12	23	0.73333	30.54387	-52.8776	0.69451	98.45485	-11.90966	11.90964	90	0
12	24	0.76667	13.5347	-254.41492	0.72236	99.82494	-10.20946	10.2095	90	0
12	25	0.8	13.58288	200.7912	0.71471	97.77422	-3.32134	3.32142	90	0
12	26	0.83333	26.92078	-1.66499	0.73998	99.60351	116.94703	116.94706	90	0
12	27	0.86667	13.47188	-233.25676	0.75622	105.57069	-216.873	216.87299	90	0
12	28	0.9	11.37033	-73.79688	0.75622	85.14531	-278.21585	278.21594	90	0
12	29	0.93333	8.55209	-121.99684	0.77296	87.02296	-2627.17969	2627.17969	90	-1350
12	30	0.96667	3.23721	-7.84701	0.74317	-90	-2076.30469	2076.30444	0	-1350
12	31	1	8.02895	235.50963	0.73781	-51.39735	375.81619	375.81619	0	0
12	32	1.03333	18.93785	57.52197	0.67719	-64.94559	-541.49554	541.49548	0	1350
12	33	1.06667	11.86375	-134.19029	0.5781	-87.49705	890.51117	890.51117	90	1350
12	34	1.1	9.99183	135.4884	0.56352	-5.57817	1696.04614	1696.04614	90	-1350
12	35	1.13333	20.89631	17.4205	0.53917	25.57269	955.11829	955.11829	0	-1885.74182
12	36	1.16667	11.1532	-224.03983	0.56114	58.09638	498.40659	498.40656	-35.71612	-535.74182
12	37	1.2	5.96032	42.10756	0.56114	58.7998	315.13828	315.13831	-35.71612	535.74182
12	38	1.23333	13.96037	277.22205	0.57218	79.1056	969.77264	969.77271	0	535.74182
12	39	1.26667	24.44179	54.03617	0.58593	123.45131	881.38513	881.38513	0	1350
12	40	1.3	17.56278	-179.75116	0.5786	137.86461	420.47113	420.47104	90	1350
12	41	1.33333	12.45838	135.09508	0.5786	151.48271	185.80048	185.80055	90	-1350
12	42	1.36667	26.56912	49.18008	0.5678	150.25131	-8.36279	8.36266	0	-1350
12	43	1.4	15.73705	-147.14378	0.56248	150.9252	403.96729	403.96729	0	-247.57605
12	44	1.43333	16.75953	-210.79311	0.56049	177.18246	223.73613	223.73611	-16.50507	0
12	45	1.46667	1.68418	-49.29777	0.53513	165.84094	-2657.73682	2657.73706	0	247.57605
12	46	1.5	13.47301	315.60876	0.50923	0	-2804.11377	2804.11401	0	0
12	47	1.53333	22.72477	381.26031	0.50923	-21.09999	-266.68057	266.68054	0	0
12	48	1.56667	38.89037	-97.01394	0.45305	-17.7787	119.4954	119.4954	0	0
12	49	1.6	16.25717	-478.39264	0.42981	-13.13363	-296.62137	296.6214	0	0
12	50	1.63333	6.99753	-15.80599	0.4298	-37.55346	-238.58072	238.5807	0	0
12	51	1.66667	15.20344	20.25078	0.41368	-29.03901	234.66063	234.66061	0	0
12	52	1.7	8.34758	-189.58008	0.40259	-21.90942	496.76184	496.76181	0	0
12	53	1.73333	2.56476	83.75419	0.40259	4.07845	977.99933	977.99927	0	1350
12	54	1.76667	13.93119	155.12238	0.40267	43.29053	659.3678	659.3678	90	1350
12	55	1.8	12.90626	70.03388	0.42047	48.0363	324.07587	324.0759	90	0
12	56	1.83333	18.60012	238.088	0.42089	64.89559	970.43304	970.43298	90	-1350
12	57	1.86667	28.77879	28.86603	0.44741	112.73183	1292.69946	1292.69958	0	-2097.12793
12	58	1.9	20.52452	-103.55078	0.43353	151.07556	790.47229	790.47235	-49.80853	-747.12793
12	59	1.93333	21.8754	384.3624	0.43353	165.42999	344.92804	344.92792	-49.80853	628.24042
12	60	1.96667	46.14868	53.98413	0.41354	174.07076	306.07135	306.07132	-7.92583	747.12793
12	61	2	25.47435	-560.11987	0.38493	185.83475	785.99615	785.99622	0	1468.88757
12	62	2.03333	8.80735	-238.17384	0.37927	226.4705	519.85901	519.85907	90	1350
12	63	2.06667	9.59609	-112.86363	0.36385	220.49202	-697.05756	697.05756	90	-1350
12	64	2.1	1.28311	-84.12801	0.35839	180	1413.71631	1413.71631	0	0
12	65	2.13333	3.98756	299.87335	0.3606	314.73978	2321.76489	2321.76489	90	1350
12	66	2.16667	21.27467	212.63812	0.34723	334.78433	436.52518	436.52527	90	0
12	67	2.2	18.16343	-75.41422	0.3272	343.84146	515.80518	515.80493	90	-1350
12	68	2.23333	16.24705	259.20709	0.32579	369.17133	578.22131	578.22095	0	-1231.11267
12	69	2.26667	35.4439	63.75257	0.32605	382.38953	312.51791	312.51801	7.92582	191.80391
12	70	2.3	20.49722	-243.05672	0.34013	390.00586	333.56442	333.56461	12.78693	159.86795
12	71	2.33333	19.24012	208.76813	0.3398	404.62717	228.27107	228.27118	18.58368	362.76538
12	72	2.36667	34.4151	-47.57967	0.35877	405.22394	30.87465	30.87479	36.97129	648.57892
12	73	2.4	16.06815	-276.31754	0.37338	406.68549	227.76288	227.76306	61.82228	263.06738
12	74	2.43333	15.99393	204.82944	0.37423	420.40814	272.17383	272.17346	54.50911	105.39345
12	75	2.46667	29.72344	-2.02718	0.39011	424.83038	180.13261	180.13229	68.84851	532.36328
12	76	2.5	15.85879	-221.55511	0.40504	432.41696	107.39746	107.39777	90	270.62863
12	77	2.53333	14.9531	189.88974	0.40619	431.99023	228.62569	228.62595	86.89042	0
12	78	2.56667	28.5181	16.12589	0.4195	447.65869	471.72598	471.72592	90	-1303.35632
12	79	2.6	16.02816	-354.297	0.43035	463.43863	1285.53271	1285.53223	0	-1350
12	80	2.63333	4.8983	-115.22101	0.43001	533.36084	1389.02759	1389.02759	0	1350
12	81	2.66667	8.34676	-5.74555	0.42546	556.04047	666.47723	666.47736	90	0
12	82	2.7	4.51527	-7.41677	0.41663	577.79266	1351.57544	1351.57568	0	-1350
12	83	2.73333	7.85231	22.17535	0.41663	646.14551	1497.7522	1497.75244	0	-859.92426
12	84	2.76667	5.99362	-63.72325	0.40148	677.64282	1761.35974	1761.35925	-57.32829	0
12	85	2.8	3.60409	-37.94502	0.40511	763.56946	-319.92615	319.92645	0	2209.92432
12	86	2.83333	3.46396	57.63369	0.40313	656.31439	-2643.96216	2643.9624	90	1350
12	87	2.86667	7.44634	54.27289	0.39921	587.3053	-1315.98364	1315.98364	90	0
12	88	2.9	7.08215	-38.80779	0.3871	568.58215	570.51752	570.51819	90	0
12	89	2.93333	4.85915	74.1282	0.3871	625.33984	-439.37888	439.37897	90	-1350
12	90	2.96667	12.02403	116.93162	0.37717	539.29022	-1628.60498	1628.60498	0	-1083.479
12	91	3	12.65459	-0.41283	0.37226	516.76617	157.30504	157.30499	17.76807	266.52103
12	92	3.03333	11.99651	59.29234	0.37226	549.77722	263.94986	263.94928	17.76807	-266.52103
12	93	3.06667	16.60742	-90.45682	0.35878	534.36279	-715.8302	715.82977	0	-266.52103
12	94	3.1	5.96605	-57.70695	0.35944	502.05524	763.44287	763.4436	0	0
12	95	3.13333	12.76029	281.95255	0.35944	585.25903	1328.13794	1328.13818	0	0
12	96	3.16667	24.76289	-22.01122	0.33807	590.59778	121.79142	121.79077	0	1350
12	97	3.2	11.29287	-297.27719	0.31711	593.37842	752.69366	752.69348	90	1350
12	98	3.23333	4.94441	59.77045	0.31804	640.77734	805.75165	805.75195	90	0
12	99	3.26667	15.27757	67.40131	0.30769	647.09521	171.38258	171.38214	90	0
12	100	3.3	9.43783	-203.94661	0.29289	652.20282	832.14001	832.1402	90	0
12	101	3.33333	1.68113	28.31366	0.29289	702.57123	1579.83655	1579.83667	90	-1350
12	102	3.36667	11.32541	131.54913	0.29195	757.52527	937.82214	937.82227	0	-213.96561
12	103	3.4	10.45107	60.36349	0.29952	765.09271	881.60242	881.60248	75.73563	1136.03442
12	104	3.43333	15.34964	389.86465	0.29952	816.29877	746.51471	746.51459	75.73563	213.96561
12	105	3.46667	36.44205	79.46709	0.31259	814.86035	-81.49988	81.49933	90	213.96561
12	106	3.5	20.64745	-267.80838	0.33021	810.86548	316.65018	316.64978	90	603.44446
12	107	3.53333	18.58816	254.12172	0.32945	835.97034	498.45474	498.45428	130.22963	780.00275
12	108	3.56667	37.58889	17.37914	0.34071	844.09576	195.98448	195.98419	142.00018	746.55554
12	109	3.6	19.74677	-211.97777	0.34844	849.03595	194.83681	194.83704	180	569.99725
12	110	3.63333	23.45704	279.66208	0.34937	857.0849	385.51578	385.51575	180	-1350
12	111	3.66667	38.3909	-78.54993	0.35644	874.737	561.38831	561.38855	90	-2700
12	112	3.7	18.22038	-532.28625	0.35107	894.5108	-2225.08081	2225.08032	0	-1350
12	113	3.73333	2.90515	-176.06665	0.35107	726.39832	-2868.61963	2868.62012	0	-118.88152
12	114	3.76667	6.4826	16.09477	0.35017	703.26947	-596.97723	596.97693	-7.92543	0
12	115	3.8	3.97814	198.1869	0.34599	686.59985	-400.62787	400.62744	0	118.88152
12	116	3.83333	19.69506	660.42499	0.34599	676.56097	-81.31654	81.31714	0	0
12	117	3.86667	48.00647	130.8681	0.32337	681.17871	117.2422	117.24152	0	-640.66132
12	118	3.9	28.41961	-459.52859	0.29742	684.37708	-12.85617	12.85583	-42.71075	-640.66132
12	119	3.93333	17.37123	62.67357	0.29742	680.32166	-22.11229	22.11182	-42.71075	640.66132
12	120	3.96667	32.59784	-44.43546	0.28233	682.90295	44.72853	44.72809	0	74.92699
12	121	4	14.40886	-382.30042	0.27168	683.30353	-35.67094	35.67078	-37.71562	-784.16742
12	122	4.03333	7.11115	22.11805	0.27108	680.5249	379.91476	379.91547	-52.27783	565.73431
12	123	4.06667	15.8834	29.91727	0.26595	708.63123	720.0481	720.04761	0	784.16742
12	124	4.1	9.10563	-134.1427	0.26727	728.52808	170.53197	170.53162	0	0
12	125	4.13333	6.94056	26.93594	0.26727	720	-150.39458	150.39459	0	0
12	126	4.16667	10.90136	-44.59834	0.26746	718.50177	-61.79757	61.79718	0	0
12	127	4.2	3.96733	-22.97851	0.26737	715.88019	235.28307	235.2832	0	0
12	128	4.23333	9.36946	221.57402	0.26737	734.18732	274.60727	274.60693	0	843.64978
12	129	4.26667	18.73893	-281.08411	0.27008	734.18732	0	0	56.24332	1687.29956
										
12		Mean	15.01513	-1.56866	0.46707	356.01746	181.54499	661.73626	39.42136	31.04759
12		STD	9.51568	193.43765	0.17392	300.17105	912.52196	654.03369	51.81183	930.12294
										
13	7	0.2	33.17177	253.51685	1	124.9455	162.00244	162.00256	90	1352.99878
13	8	0.23333	41.62233	-120.1983	1	130.34558	134.3569	134.35684	135.09996	0
13	9	0.26667	25.15855	-349.65634	0.99707	133.90262	-143.08153	143.08159	90	-676.49939
13	10	0.3	18.31191	161.2395	0.99707	120.80681	-311.3443	311.34418	90	502.95456
13	11	0.33333	35.90785	-5.78362	0.99503	113.14634	-232.30121	232.30121	123.5303	1350
13	12	0.36667	17.92633	-284.78058	0.98308	105.32006	428.33017	428.33005	180	847.04541
13	13	0.4	16.92248	-120.78203	0.98308	141.70168	556.07886	556.07886	180	0
13	14	0.43333	9.8742	-148.08713	0.97784	142.39198	2685.49731	2685.49731	180	0
13	15	0.46667	7.05	31.78757	0.84358	320.73483	3273.04199	3273.04199	180	0
13	16	0.5	11.99337	340.99445	0.84358	360.59479	851.0105	851.01062	180	-1350
13	17	0.53333	29.78296	146.09138	0.70132	377.46887	432.68579	432.68555	90	-2700
13	18	0.56667	21.73279	-34.52276	0.6207	389.44049	251.52252	251.52237	0	-1069.65015
13	19	0.6	27.48145	392.20508	0.61548	394.23703	260.18143	260.18143	18.68999	1350
13	20	0.63333	47.8798	-41.20528	0.59471	406.78592	378.08887	378.08899	90	1069.65015
13	21	0.66667	24.73443	-311.52869	0.63531	419.44296	233.70189	233.70209	90	0
13	22	0.7	27.11122	276.66858	0.63531	422.36606	29.59754	29.59763	90	-383.60071
13	23	0.73333	43.179	-165.50142	0.67543	421.41614	-38.27829	38.2782	64.42662	-650.34943
13	24	0.76667	16.07779	-351.96567	0.6948	419.81418	-94.14103	94.14093	46.64337	-266.74872
13	25	0.8	19.71462	353.04642	0.6948	415.14008	100.35377	100.3537	46.64337	650.34943
13	26	0.83333	39.61422	42.96793	0.71396	426.50443	334.91559	334.91547	90	329.99966
13	27	0.86667	22.57915	-298.43259	0.7359	437.46777	61.45055	61.45065	68.64335	0
13	28	0.9	19.71871	312.51044	0.73776	430.60114	2.37592	2.37579	90	-215.37277
13	29	0.93333	43.41318	87.72503	0.75374	437.62616	224.86607	224.86588	54.28516	-118.87745
13	30	0.96667	25.56705	-321.24463	0.77323	445.59219	-68.75449	68.75427	82.07484	535.72253
13	31	1	21.99687	280.92886	0.76879	433.04254	-48.58879	48.58887	90	118.87745
13	32	1.03333	44.29564	11.59636	0.78397	442.35294	339.25491	339.25461	90	0
13	33	1.06667	22.76996	-341.45187	0.79442	455.65952	-220.39078	220.39078	90	0
